Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,Letterboxd_Link
03/25/2025,2:00PM,AMC Factoria 8,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/25/2025,3:20PM,AMC Factoria 8,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,3:30PM,AMC Factoria 8,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/25/2025,1:30PM,AMC Oak Tree 6,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/25/2025,1:30PM,AMC Oak Tree 6,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,1:45PM,AMC Oak Tree 6,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/25/2025,2:00PM,AMC Oak Tree 6,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/25/2025,3:00PM,AMC Oak Tree 6,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/25/2025,3:15PM,AMC Oak Tree 6,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,4:15PM,AMC Oak Tree 6,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,4:30PM,AMC Oak Tree 6,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/25/2025,4:30PM,AMC Oak Tree 6,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/25/2025,5:15PM,AMC Oak Tree 6,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/25/2025,12:00PM,AMC Lakewood Mall 12,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,12:00PM,AMC Lakewood Mall 12,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/25/2025,12:15PM,AMC Lakewood Mall 12,Magazine Dreams,124,False,https://amc-theatres-res.cloudinary.com/v1741301698/amc-cdn/production/2/movies/73100/73091/PosterDynamic/170012.jpg,https://letterboxd.com/film/magazine-dreams/
03/25/2025,12:15PM,AMC Lakewood Mall 12,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/25/2025,12:40PM,AMC Lakewood Mall 12,Mufasa: The Lion King,118,False,https://amc-theatres-res.cloudinary.com/v1731340893/amc-cdn/production/2/movies/67500/67470/PosterDynamic/168048.jpg,https://letterboxd.com/film/mufasa-the-lion-king/
03/25/2025,12:45PM,AMC Lakewood Mall 12,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/25/2025,12:45PM,AMC Lakewood Mall 12,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,1:20PM,AMC Lakewood Mall 12,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/25/2025,1:40PM,AMC Lakewood Mall 12,Locked,95,False,https://amc-theatres-res.cloudinary.com/v1741631877/amc-cdn/production/2/movies/79400/79378/PosterDynamic/170072.jpg,https://letterboxd.com/film/locked/
03/25/2025,1:45PM,AMC Lakewood Mall 12,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,2:00PM,AMC CLASSIC Cascade Mall 14,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/25/2025,2:00PM,AMC CLASSIC Cascade Mall 14,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,2:00PM,AMC CLASSIC Cascade Mall 14,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/25/2025,2:10PM,AMC CLASSIC Cascade Mall 14,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/25/2025,2:20PM,AMC CLASSIC Cascade Mall 14,Locked,95,False,https://amc-theatres-res.cloudinary.com/v1741631877/amc-cdn/production/2/movies/79400/79378/PosterDynamic/170072.jpg,https://letterboxd.com/film/locked/
03/25/2025,2:30PM,AMC CLASSIC Cascade Mall 14,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/25/2025,2:45PM,AMC CLASSIC Cascade Mall 14,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,2:45PM,AMC CLASSIC Cascade Mall 14,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/25/2025,3:00PM,AMC CLASSIC Cascade Mall 14,Dog Man,94,False,https://amc-theatres-res.cloudinary.com/v1731947444/amc-cdn/production/2/movies/73400/73401/PosterDynamic/168175.jpg,https://letterboxd.com/film/dog-man/
03/25/2025,3:15PM,AMC CLASSIC Cascade Mall 14,The Day the Earth Blew Up: A Looney Tunes Movie,91,False,https://amc-theatres-res.cloudinary.com/v1740154526/amc-cdn/production/2/movies/78800/78841/PosterDynamic/169826.jpg,https://letterboxd.com/film/the-day-the-earth-blew-up-a-looney-tunes-movie/
03/25/2025,1:15PM,AMC Woodinville 12,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,1:15PM,AMC Woodinville 12,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/25/2025,1:15PM,AMC Woodinville 12,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/25/2025,1:20PM,AMC Woodinville 12,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/25/2025,1:20PM,AMC Woodinville 12,Rule Breakers,120,False,https://amc-theatres-res.cloudinary.com/v1737474276/amc-cdn/production/2/movies/76000/75995/PosterDynamic/169201.jpg,https://letterboxd.com/film/rule-breakers/
03/25/2025,1:30PM,AMC Woodinville 12,Paddington in Peru,106,False,https://amc-theatres-res.cloudinary.com/v1733512440/amc-cdn/production/2/movies/75200/75158/PosterDynamic/168362.jpg,https://letterboxd.com/film/paddington-in-peru/
03/25/2025,1:30PM,AMC Woodinville 12,Magazine Dreams,124,False,https://amc-theatres-res.cloudinary.com/v1741301698/amc-cdn/production/2/movies/73100/73091/PosterDynamic/170012.jpg,https://letterboxd.com/film/magazine-dreams/
03/25/2025,1:45PM,AMC Woodinville 12,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/25/2025,2:00PM,AMC Woodinville 12,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,2:00PM,AMC Woodinville 12,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/25/2025,1:00PM,AMC Alderwood Mall 16,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,1:00PM,AMC Alderwood Mall 16,The Alto Knights,123,False,https://amc-theatres-res.cloudinary.com/v1736875612/amc-cdn/production/2/movies/73200/73205/PosterDynamic/169085.jpg,https://letterboxd.com/film/the-alto-knights/
03/25/2025,1:00PM,AMC Alderwood Mall 16,Magazine Dreams,124,False,https://amc-theatres-res.cloudinary.com/v1741301698/amc-cdn/production/2/movies/73100/73091/PosterDynamic/170012.jpg,https://letterboxd.com/film/magazine-dreams/
03/25/2025,1:00PM,AMC Alderwood Mall 16,Mickey 17,137,False,https://amc-theatres-res.cloudinary.com/v1737562704/amc-cdn/production/2/movies/72100/72112/PosterDynamic/169243.jpg,https://letterboxd.com/film/mickey-17/
03/25/2025,1:00PM,AMC Alderwood Mall 16,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/25/2025,1:15PM,AMC Alderwood Mall 16,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/25/2025,1:30PM,AMC Alderwood Mall 16,Novocaine,110,False,https://amc-theatres-res.cloudinary.com/v1734015008/amc-cdn/production/2/movies/76300/76346/PosterDynamic/168440.jpg,https://letterboxd.com/film/novocaine/
03/25/2025,1:30PM,AMC Alderwood Mall 16,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,1:30PM,AMC Alderwood Mall 16,Paddington in Peru,106,False,https://amc-theatres-res.cloudinary.com/v1733512440/amc-cdn/production/2/movies/75200/75158/PosterDynamic/168362.jpg,https://letterboxd.com/film/paddington-in-peru/
03/25/2025,2:00PM,AMC Alderwood Mall 16,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
03/25/2025,12:15PM,AMC CLASSIC Corvallis 12,The Day the Earth Blew Up: A Looney Tunes Movie,91,False,https://amc-theatres-res.cloudinary.com/v1740154526/amc-cdn/production/2/movies/78800/78841/PosterDynamic/169826.jpg,https://letterboxd.com/film/the-day-the-earth-blew-up-a-looney-tunes-movie/
03/25/2025,12:15PM,AMC CLASSIC Corvallis 12,Black Bag,93,False,https://amc-theatres-res.cloudinary.com/v1740503641/amc-cdn/production/2/movies/77700/77664/PosterDynamic/169874.jpg,https://letterboxd.com/film/black-bag/
03/25/2025,12:30PM,AMC CLASSIC Corvallis 12,Captain America: Brave New World,118,False,https://amc-theatres-res.cloudinary.com/v1734114336/amc-cdn/production/2/movies/67500/67472/PosterDynamic/168453.jpg,https://letterboxd.com/film/captain-america-brave-new-world/
03/25/2025,12:30PM,AMC CLASSIC Corvallis 12,Locked,95,False,https://amc-theatres-res.cloudinary.com/v1741631877/amc-cdn/production/2/movies/79400/79378/PosterDynamic/170072.jpg,https://letterboxd.com/film/locked/
03/25/2025,12:30PM,AMC CLASSIC Corvallis 12,Disney's Snow White,109,False,https://amc-theatres-res.cloudinary.com/v1733256527/amc-cdn/production/2/movies/67500/67477/PosterDynamic/168334.jpg,https://letterboxd.com/film/disneys-snow-white/
